CMBO,SSO,SSA,WHO,SMO,HYBRID
-0.561593388,-0.688334136,-0.047127338,-0.455550924,0.009379994,-0.715009548
-0.376403855,-0.456197623,-0.016330306,0.552730935,0.001828962,-0.842572941
0.402025518,-0.594335717,-0.143304637,-0.60412738,-0.007519664,-0.635347544
-0.616561598,0.883925735,-0.075475152,0.290036388,-0.009351492,-0.037618861
0.011705958,0.599982287,-0.079327583,-0.559700713,-0.004713524,0.174590272
-0.546032251,-0.238112329,0.06471172,0.797541714,-0.009708015,-0.118927655
-0.989770882,-0.79509159,-0.051584225,0.013539394,-0.002180254,0.395384254
0.814374894,0.832591013,0.082888972,0.221445229,0.003126128,0.144369032
-0.563690462,-0.728744087,-0.008084855,-0.079507368,-0.002852544,0.509146819
-0.944791368,-0.574342067,-0.087847958,0.855379074,0.009954503,-0.97171425
0.544521992,0.081709906,-0.018811902,0.563866558,0.007626211,0.684406632
0.135426317,-0.135157416,-0.089245198,-0.834977817,0.005950129,-0.157010401
0.158229979,0.550613706,-0.100495365,0.292862071,-0.014737149,0.430846521
0.603440405,-0.100640886,0.081114188,-0.133459399,0.000120955,0.490883529
-0.602900833,0.828784889,-0.049860508,-0.46437275,0.003263956,-0.130071078
0.970136989,-0.297177544,-0.10017901,-0.243319032,0.006488761,-0.217546706
0.330258854,-0.821897663,-0.015125596,-0.571084535,-0.003620827,-0.921568259
0.639332253,-0.339697046,0.030101911,-0.844139002,0.007351392,-0.59045511
-0.218830572,0.969721718,-0.05683752,-0.908336157,0.008138404,-0.834957439
-0.213053228,0.096610486,0.084478442,0.310282728,0.007991098,-0.999049204
-0.166292351,0.405115339,-0.038859098,-0.186905018,-0.001148329,0.09884948
0.14475257,0.98432122,0.012660807,-0.176502675,-0.001014411,0.543000244
-0.170799601,-0.473381161,-0.044365691,0.031633215,-0.004747213,-0.999572142
0.524961658,0.240338309,-0.143132766,0.870232445,-0.007024105,0.406380169
0.630165786,-0.5351609,-0.021650108,-0.293246295,-0.00872029,-0.997045897
0.253340289,0.742154045,-0.035358798,0.628485339,0.003958083,-0.806853917
-0.373375256,-0.603000424,-0.095255942,0.356459213,-0.000171351,-0.021748525
0.674626775,-0.207150997,-0.163757692,0.635055375,0.002533999,-0.840874157
0.942963134,0.510184069,-0.101139455,-0.636403534,-0.0023841,0.343971583
-0.348497524,0.310494721,0.021983416,-0.096820169,0.013330713,-0.622534001
0.331071563,-0.564080041,-0.093080672,0.049552598,0.004911003,0.348628208
-0.555031244,-0.511588799,-0.076887669,0.467816747,-0.00465777,-0.763928736
0.812219957,-0.025792876,-0.100273973,0.097485356,0.002045334,-0.118465351
-0.625048922,0.790915609,-0.065942947,-0.072883497,0.005722702,-0.924315671
-0.86336473,-0.824219399,-0.060484683,-0.3944724,0.013091942,-0.292489695
-0.571120538,-0.211547951,0.047335122,-0.721171298,0.005785591,-0.070116488
0.272046704,0.315026519,-0.173870608,0.35748698,-0.007713095,-0.901826276
0.431351349,0.933814495,0.031243441,-0.857056,0.002230866,-0.681186557
0.940789917,0.134087031,-0.030245575,0.118382212,0.001614732,0.566490274
0.454558547,-0.302403207,-0.101285283,0.538019028,0.002228362,0.3375923
0.135685134,0.380698519,-0.06681826,-0.095196209,6.20E-05,-0.965299945
0.758489377,0.686665271,-0.044565823,0.304344995,-0.008060747,-0.997874102
0.66301598,0.669431555,-0.010062009,-0.747162757,0.005689778,0.096351845
-0.469615725,-0.483386909,-0.070004543,0.741086669,-0.004096666,0.332842844
0.617008011,0.350500874,0.040164653,0.957466878,-0.009028494,0.686525845
0.02289338,0.985670559,-0.094242634,-0.34250315,-0.004800832,-0.89321529
0.901480467,0.326541997,-0.156142687,0.177438,-0.00023661,-0.687709736
0.303842233,0.358648979,-0.111137418,0.169701337,-0.002183209,0.509646014
0.436470403,0.282143914,-0.057346906,0.803166223,-0.005577814,-0.995044956
-0.478315255,-0.179015888,-0.117700622,0.310785582,-0.000337769,-0.675353778
-0.261222447,-0.635789913,0.00572835,-0.366341104,0.009827736,-0.758397909
-0.109101349,-0.357895555,-0.072344485,-0.099829599,-0.002597649,-0.64547384
-0.620655748,-0.510991043,-0.055281307,0.06512781,-0.004142404,-0.237111565
0.758410544,0.691932761,0.042557668,-0.673126744,-0.003071107,-0.980086132
0.59627691,-0.111740051,-0.087531195,0.676667028,-0.003017426,-0.752461101
0.256304236,0.400852877,0.02005502,0.753974548,0.00265271,-0.419631403
0.55946847,-0.728491872,-0.026398361,-0.271057557,-0.005706081,0.029314217
0.068738652,0.140584512,-0.130087554,-0.661665929,-0.007684829,0.128983664
0.062803116,-0.456299749,0.077727579,0.232454819,-0.001733249,-1
0.035313947,-0.048736395,0.071397001,0.419791395,-0.010722974,0.118344842
0.715367051,-0.823798289,-0.111797131,-0.465587411,-0.013030557,0.772694447
0.72129287,0.428933669,0.082234769,0.268075086,0.003250903,-0.769496763
-0.419335086,-0.872358741,0.051239415,-0.725961112,0.000888041,-0.672794785
0.110725124,-0.973191303,-0.046291232,0.282345419,0.003032797,-0.863492839
0.010213334,0.894138572,-0.015039235,-0.30760384,-0.013797042,0.73342831
-0.138364276,-0.783306911,-0.01839818,0.748353389,-0.005599165,-0.986671873
-0.744669326,0.316249147,-0.020911254,-0.740627305,0.001128578,-0.23694266
-0.531386461,-0.285103054,-0.088847859,0.741991729,-0.012496463,-0.107198241
-0.835742236,-0.864061342,-0.082869708,-0.469913046,-0.012797502,-0.01672698
0.300141169,-0.678893571,-0.031993574,0.639804595,0.006206105,-0.979500626
0.923827212,0.522157022,0.031437164,-0.367559323,-0.00754293,-0.468023421
-0.081766822,0.965314438,-0.121907857,-0.68873271,0.000268033,-0.885081361
0.535245186,-0.141165908,-0.150413356,-0.009288039,-0.00484842,-0.999238128
-0.523642586,-0.693292186,0.060781008,-0.333893445,-0.008035871,-0.999643451
-0.703144344,0.959202462,0.032847837,-0.522669985,0.008500709,-0.514291963
0.502761599,0.745050008,0.035548688,0.44773888,0.000219864,-0.996509502
-0.375024558,0.349757313,-0.024794685,-0.752464407,0.002303696,-0.891363414
-0.000184355,0.912483899,0.069431555,0.282307515,-0.007645902,-0.455092616
-0.004717375,0.804933175,0.051639641,0.033587496,0.005346128,-0.655634067
-0.093918355,-0.139108448,0.020363833,0.576568689,-0.001566709,0.388857618
-0.067867471,-0.535516114,-0.004679633,0.616578993,-0.009335192,-0.530562801
-0.655082011,0.851060881,-0.097163207,-0.202895778,0.003583461,-0.540411076
-0.734160265,-0.184964499,-0.033669767,-0.862105586,0.008375763,-0.467449684
-0.237099469,-0.28436056,0.05939009,-0.610366393,-0.013867408,-0.808473807
0.595852017,-0.276457638,-0.135596125,0.227696593,0.003720402,0.047870532
0.103372208,-0.186502883,-0.105930108,-0.910876613,0.00604393,-0.909409433
-0.646882754,-0.022734659,0.020137803,-0.18915306,-0.001986395,-0.854316172
-0.355375469,0.503879127,-0.136616758,0.6223615,0.010032189,-0.149109394
0.312036403,-0.119429171,-0.068177267,0.340346903,-0.00699909,0.313147911
-0.443714171,0.550922531,-0.041150001,0.729183572,-0.006437607,0.008138108
-0.418877708,0.657381748,-0.033659272,0.934616293,0.000153116,-0.671267831
0.747719846,0.119363982,-0.110589614,-0.911628691,-0.004990976,-0.94963535
-0.318710166,0.526397609,-0.099693012,-0.39770818,0.009398202,-0.705973652
-0.388005534,-0.837893773,0.048411889,0.566257818,0.012997808,0.654125703
0.316884096,-0.095013952,0.0309986,0.467703053,-0.000680387,-0.143280327
-0.01006765,-0.386287568,0.012458005,-0.121694079,-0.006983392,-0.320990738
0.954819805,-0.239838654,-0.160019329,0.684357094,-0.003896395,-0.520996928
0.400307579,0.136705271,-0.044363898,0.599759842,-0.006353994,-0.502335587
-0.628512306,-0.073280003,0.04196627,0.416828564,-0.004443604,-0.915097518
0.839619763,-0.096925784,-0.022580661,-1.11079889,0.00032281,-0.296608292
0.019174808,0.149710577,0.08375117,-0.533450224,-0.009533195,-0.990268204
0.46104365,0.908305386,-0.045790137,0.430810007,0.000212475,0.611137434
-0.366568868,0.549743949,-0.032359394,-0.409902313,0.001469924,-0.664163448
-0.050130333,-0.085331277,0.073873365,-0.526916436,-0.006178218,-0.97240908
-0.050224035,0.140673155,0.070139993,-0.954185857,-0.004092096,0.105216965
-0.085838946,-0.302430094,-0.093112722,0.419250366,-0.001197741,-0.246688109
0.28090478,-0.798936575,-0.036400812,-0.287427308,-0.00585304,0.683892871
0.532745173,-0.961115495,-0.077881172,-0.404919917,0.000885373,-0.706725906
0.036754829,0.752174408,-0.052996678,0.996079109,-0.005596105,-0.09323685
0.82596819,-0.023006139,-0.050679536,0.093614405,0.009349165,-0.636945396
-0.186560987,-0.592450511,-0.13040542,-0.534252194,-0.007048993,0.537891373
-0.679183796,-0.136974426,-0.102055333,0.831975014,0.003958623,-0.231519562
0.985578648,-0.120951236,-0.015757659,-0.006870686,-0.006167456,0.19294337
0.68316953,0.283152627,0.011319785,0.345775239,-0.004923758,-0.853533555
-0.697980587,-0.267430352,-0.026835247,-0.132490081,0.001986243,0.380478515
0.842984838,-0.66453666,-0.090825699,0.712965927,-0.000114971,-0.489479325
0.619242882,0.537470117,-0.123282244,-0.267834071,-0.004697426,-0.906234327
0.721410711,-0.20094527,0.063342822,-0.513102712,0.005527459,-0.011940107
0.394576838,-0.595547386,-0.122068055,-0.278372522,-0.002518814,-0.50494379
-0.964086442,0.336064392,-0.126580999,-0.130841067,-0.010943077,0.717499105
0.648521886,0.64453195,-0.06950767,-0.525058339,-0.000135249,-0.178455198
0.99599854,0.809502506,0.0372099,-0.54644374,-0.003432105,0.582504193
0.347880487,-0.12521957,0.008352933,0.354507324,-0.001830667,-0.515510535
-0.26637586,-0.529138406,0.05654255,0.416965072,0.002584572,-0.631864433
0.537074985,-0.165253442,-0.16085919,0.521875807,-9.90E-05,-0.756636445
0.356876426,-0.494723511,-0.003262884,0.168818349,0.005316843,-0.653867866
-0.281217896,-0.162502076,0.049143505,-0.469484102,-0.008011053,0.559784848
0.746349708,-0.515069316,0.024337342,-0.483137106,-0.004750257,-0.592952397
0.822198039,-0.678755115,-0.131697205,0.425823058,-0.003576208,-0.34778634
0.395372119,0.780918824,-0.075390843,-0.11205209,0.014815861,0.245637446
0.950722812,0.545115909,-0.013677284,-0.320617288,0.011823978,-0.30919751
-0.682404827,0.944237019,-0.067544326,1.073793465,0.001579193,0.185987474
-0.045346449,0.84654929,0.033807942,0.506420322,-0.003044474,-0.641869109
-0.132089484,0.649115429,-0.058191765,-0.648159791,-0.01402207,0.339590933
-0.730815427,-0.849329778,-0.030919994,-0.878888264,-0.002010855,-0.614880608
0.785885682,0.914374898,-0.017511837,0.228997202,0.000805476,-0.323707997
-0.729491645,0.843221675,-0.163961208,-0.196219206,0.006692373,0.00899556
-0.182113439,0.972956802,-0.002508973,0.146314794,0.015741825,0.388649518
-0.601346674,0.956355612,0.107359872,-0.890143459,-0.012909763,-0.026757346
-0.36292718,-0.541814277,-0.119511183,-0.391893809,0.009619619,-0.499336435
-0.79506253,0.875770084,0.011563917,0.843026531,-0.006446613,-0.392419942
-0.728956607,-0.628506551,0.000163197,-0.725114092,0.014155959,-0.89999673
-0.818104108,-0.737295418,-0.035104309,-0.857277067,-0.002129464,0.127631935
-0.830915488,0.498054473,-0.09205931,0.135739455,0.008841412,0.240871191
-0.053666186,-0.916995174,0.096075116,-0.154978689,0.003325979,0.42493406
-0.838183712,0.58249929,-0.111066342,0.350419815,-0.000461456,0.139654807
0.669532507,-0.873489292,-0.127887439,-0.166539488,-0.00254651,-0.481324401
-0.303408709,-0.111654306,0.003439307,0.923974553,0.00490296,-0.611106433
0.738839777,-0.00246186,-0.11275305,-0.536164867,-0.00233571,-0.631827751
0.232530931,-0.172665103,-0.097877671,1.041125105,-0.002954577,-0.353854136
-0.035632385,-0.704960188,-0.129650614,0.254654899,-0.00601505,0.076293635
0.351181185,0.878839206,-0.050576028,-0.233698134,0.012917064,-0.571463193
0.731403882,0.55617289,-0.060084973,0.134935728,0.002247611,-0.136113073
-0.970019368,-0.547848546,-0.012927154,0.022852921,0.005135311,0.080894101
0.260740187,0.804719406,-0.001394268,0.609112976,0.004721708,-0.350842972
0.620637966,0.266182618,-0.087992937,0.271393569,-0.010778218,0.524737015
0.541423766,0.860299864,-0.017030353,-0.832554447,-0.008199784,-0.037453552
-0.731281082,0.202803496,0.048591309,-0.61673609,-0.008476542,0.409589476
0.316031401,-0.419064024,0.016040623,0.388024955,0.003489968,-0.467556197
0.239627734,-0.545973463,0.02201281,0.495156232,-0.00542305,-0.785194092
0.466538611,0.504844661,-0.069275874,-0.249599585,-0.00590364,-0.466911994
-0.004744823,0.964291209,-0.04994052,-0.24164729,-0.001147874,-0.093717408
-0.216953572,0.055978347,-0.020145652,-0.550994364,0.002044359,0.552181282
-0.600365384,0.86916231,-0.019503061,-0.712750786,0.009960632,-0.625961806
0.133609993,-0.660741247,0.014626987,0.856051114,0.006686596,-0.093118139
-0.117866538,0.292565038,-0.085487666,0.713583834,-0.001162236,0.623206643
0.775381354,-0.70241687,-0.077466724,-0.019319495,-0.0025947,-0.814634002
-0.014801134,-0.733365796,-0.116104696,0.797989583,-0.000812603,0.530114898
0.824872082,0.578670456,0.047543331,-0.131753065,-0.011327864,-0.194167711
-0.96607072,-0.078203313,0.031646505,0.621985251,-0.009425189,-0.934906909
0.708181773,-0.389899487,0.039646688,0.569331333,-0.002839021,-0.934236952
0.418713266,0.360088797,-0.056732735,-0.062814844,-0.004961927,-0.410771448
-0.967512623,-0.803241348,-0.051279373,-0.690963284,-0.00015093,-0.990412144
-0.731146408,-0.156604472,-0.130139335,-0.30541619,-0.002221833,0.27419053
-0.482129346,-0.329794732,-0.064213955,0.167795196,-0.003573527,-0.13139876
-0.930131431,-0.614099613,-0.072213524,-0.631758181,0.010807472,-0.801372268
0.648626652,-0.898383845,0.111872889,-0.06781915,-0.002848408,-0.890381154
0.982922473,0.387404357,-0.01884964,-0.750630436,-0.000541791,0.455427008
-0.764811544,-0.534565468,-0.075213787,-0.383049353,-0.000936543,-0.048016943
0.087177808,-0.023341567,0.012593086,0.348753874,0.00158703,-1
0.283184792,0.046591288,-0.090009915,0.532649955,0.001119493,-0.523909553
0.655782137,0.999514251,0.004244864,0.738511909,-0.009682988,-0.803899804
0.797925137,-0.767229213,-0.028972589,-0.334701698,0.007555824,0.384627663
0.251963152,-0.489202834,-0.116473313,0.475408468,0.011392983,-0.782285026
-0.659010336,-0.263863395,0.019668473,0.673220449,0.010778195,-0.823366269
-0.66156903,0.752942296,-0.034821827,0.616582559,0.004306051,-0.996250597
-0.875756538,0.275207303,-0.072628656,-0.765231814,-0.001599074,-0.318256401
0.39956819,-0.149940417,-0.055920778,-0.519407724,0.010024163,0.590273249
-0.028964811,0.142369015,-0.049776325,-0.702156001,0.000752937,0.357808958
-0.106707527,-0.943503289,-0.017723352,0.694125538,-0.008104393,-0.388570817
0.220944266,-0.481936377,-0.033385188,1.052455573,-0.001429721,-0.101487035
0.125034714,0.069198996,-0.153957991,0.35859777,0.008490468,0.808569219
-0.029676058,0.497998051,-0.094264994,-0.698045928,0.006784239,-0.904908907
0.785504027,-0.902057051,-0.048914919,0.032745811,0.010346658,-1
0.888013711,0.078168654,-0.005254888,0.519850565,0.012432857,0.456150424
0.920389108,0.06956115,-0.024329459,0.426276935,-0.006538713,0.465552532
-0.666993632,0.655810791,-0.077247027,-0.777323457,0.001391306,-0.789112981
0.189784244,0.531325581,-0.032997854,-0.609687769,0.003982709,0.076984131
-0.010269568,-0.017268415,0.03367773,-0.224457666,0.000950476,-0.66131693
-0.116096636,-0.887767098,-0.097070957,0.302065475,-0.005583257,-0.879752376
-0.082150485,0.83502484,-0.040227457,-0.652241447,0.01259737,-0.930075425
0.439513903,0.307753931,-0.063297311,-0.201832233,-0.002102935,0.468956959
0.059593364,0.636984206,-0.121132555,0.301860028,-0.002580284,-0.526696357
0.675287668,0.354363016,-0.048551096,0.664905393,-0.007271385,0.652092708
0.483152809,-0.426947666,-0.19465281,0.207193318,-0.001089935,-0.306492521
-0.907024732,-0.940479327,-0.162460285,0.218667702,-0.003311584,0.532841206
0.986347257,0.517115353,-0.069641944,0.263875005,0.002229224,-0.223723626
0.062267551,0.192173544,-0.107127568,0.363439704,-0.011948751,-0.143843558
0.825272187,0.397227159,-0.029768153,0.685202162,0.00376929,-1
-0.256125087,-0.554871172,-0.134466544,-0.619963465,0.003131078,-0.548357251
-0.011136243,0.616444033,-0.064379679,-0.286520536,0.000673026,-0.574256719
-0.754885898,-0.807114067,-0.131320798,0.004846368,0.008138729,0.229467262
0.634142575,-0.211063213,-0.061524732,0.941833546,-0.007079188,-0.136310585
-0.846394299,-0.564794716,-0.009143101,-0.219510269,0.002551174,0.003979613
-0.904081762,0.376131194,-0.094567833,-0.930290072,-0.004141269,0.709710209
0.313417208,-0.864688646,-0.112434889,-0.72612151,-0.000572613,-0.087208489
-0.702391768,-0.713488266,-0.077319661,-0.340042094,0.01257209,0.752450214
-0.205368596,-0.035703239,-0.067373491,0.682328609,0.003087701,-0.788281433
0.306497639,0.389835338,0.057290683,0.483983271,-0.010513919,-0.571850947
-0.089760751,-0.011665038,-0.091968523,0.34636771,0.007151999,0.337790596
0.007083493,-0.094859555,-0.111898824,-0.595633182,-0.001349869,-0.983935539
-0.061273865,-0.31836394,-0.094164959,-0.797819413,0.00250859,0.570536683
0.782764603,0.747977581,0.023954524,0.000277899,0.006472801,-0.844862778
0.643249319,0.721949611,0.005285288,0.72482579,-0.005903698,-0.783392318
0.782006828,-0.693912628,0.053645171,-0.471093001,0.010500877,-0.730497279
0.289074696,0.840213431,0.095906118,0.247562199,0.003097376,-0.790297276
0.698777055,-0.381660951,-0.021985127,0.803383538,-0.001462417,0.329541478
-0.086480892,-0.481939268,-0.076895572,0.303655786,-5.79E-05,-0.821662098
-0.602204218,0.903042567,0.031551997,-0.79069117,0.007020682,-0.528630555
0.840946444,0.224759574,-0.113002284,-0.637712828,0.006612756,0.453301014
-0.570882526,-0.709325574,-0.143266524,0.897570128,0.013654965,-0.592291208
-0.084627157,0.104590822,0.049036863,0.286161915,-0.007621682,0.30854901
-0.055900778,-0.757127451,-0.0619944,0.256213711,-0.012725734,0.075636858
0.77428648,-0.289778828,0.084783007,-0.407453272,-0.000611932,0.041276479
0.700427147,-0.406935293,0.066672527,0.245656121,0.007764254,-0.325135066
0.152550261,-0.187501892,0.080838207,0.327259176,-0.008576956,-0.766001777
0.369972217,-0.440618168,0.017292252,-0.257608173,-0.004407427,-0.656483509
-0.173928221,0.476047656,0.030661261,1.159084733,0.012110159,0.290786465
0.515977133,-0.046400861,-0.165350478,-0.270984903,-0.00381185,-0.065606672
0.336920511,0.101703036,-0.172519957,-0.388877331,0.010208087,0.505688555
0.740565706,-0.67369236,-0.036115039,0.178416047,0.001193074,-0.900138211
0.154676682,-0.826206835,-0.055854365,-0.021233181,-0.005488867,-0.450523262
0.812746456,0.603810578,-0.114286321,0.594601774,-0.007376164,0.098137073
-0.269335042,-0.549267376,-0.054612601,-0.782263804,-0.010766372,-0.63465423
-0.290255747,-0.87027443,-0.140327873,0.39432472,0.0108316,-0.923264923
0.054366698,0.168614175,-0.199227118,-0.504146474,-0.000378648,-0.834919639
0.647062594,0.805950374,-0.139396684,-0.894476214,-0.008157944,-0.381867558
-0.588435259,-0.749108304,0.04169456,0.431885241,-0.006077876,-1
0.167746923,0.302034,-0.121792342,-0.012489589,-0.000756427,-0.738279772
0.503501922,-0.437069525,-0.086331562,-0.606619682,0.000714687,-0.419757756
0.657764512,0.092622012,-0.071527398,-0.126318113,0.004055488,-0.651829009
0.286545744,-0.030567209,0.002845051,-0.33723018,-0.001062962,0.332102584
-0.728459228,-0.510846103,-0.178259777,0.840036381,0.000250457,0.587470947
-0.090036257,-0.986536034,0.018487212,0.591596396,-0.002127942,-0.999643451
0.719199949,-0.88164804,-0.093501832,-0.25430022,0.006462443,0.589646871
-0.129469065,0.484865827,-0.131383457,0.789896507,-0.003492738,0.033433446
-0.776263312,-0.119511493,0.072111875,-0.660450292,0.001087818,-0.946146387
0.174676995,-0.260230435,-0.064433119,-0.124319732,-0.005912661,0.409554765
0.152573358,0.94892675,-0.130107837,-0.004400375,-0.000737363,-0.558942379
0.316771657,0.365343651,0.027776601,0.326610912,-0.002006272,-0.633384217
0.672521752,-0.123472759,-0.105954584,0.910822885,0.005729439,0.377990759
-0.982967317,0.688726882,-0.136202606,0.605683829,-0.004016831,-0.850275168
-0.157872993,-0.386070503,-0.125462591,-0.513975236,0.002382697,-0.99033105
-0.492768655,-0.53531735,-0.115360329,-0.265221057,-0.01056304,0.610614623
0.471578514,-0.329280303,-0.038971424,0.723950412,0.00335456,-0.999445369
-0.752901227,-0.520905126,-0.158753431,0.465573657,-0.003184038,0.197792704
0.586945262,-0.626088474,-0.069424024,0.204256586,-0.003103294,-0.881309076
-0.248402584,0.418321687,-0.131186285,0.44774736,0.005962093,-0.559863693
0.352434283,0.450780601,0.032120095,-0.075355818,0.010821807,-0.768828233
0.24903098,-0.560524726,0.00076367,0.530943405,-0.006754551,-0.999601803
0.485390653,-0.808168653,-0.084715459,-0.217052334,0.005440372,-0.327946563
0.260392102,-0.747264887,-0.121670165,-0.486283411,0.006965819,0.020204886
0.002890429,0.293282209,-0.051210894,0.426391555,-0.004578987,0.233290851
-0.810379625,-0.381266452,-0.076848671,0.569638739,-0.001286083,-0.497534505
-0.803140069,-0.658064962,-0.171415951,-0.225609843,-0.004996203,-0.582686444
